doc_id,text,approach,domain,evidence_type,source_type,source_title,source_file,paragraph_index
cleaned_ch04-montessori-science-behind-genius.txt_p87,"Several ideas concerning interest discussed so far are apparent in this one passage by Dr. Montessori: Many people must have noticed the intense attention given by children to the conversation of grown-ups when they cannot possibly be understanding a word of what they hear. They are trying to get hold of words, and they often demonstrate this fact by repeating joyously some word which they have been able to grasp. We should second this tendency in the child by giving him an abundant material and by organizing for him such exercises as his reactions clearly show us are suitable for him. The material used in our system not only is very abundant, but it has been dictated to us by rigid experimentation on every detail. However, the same successive choices of material do not appear among the children as a whole. Indeed their individual differences begin to assert themselves progressively at this point in their education. The exercises are easy for some children and very hard for others, nor is the order of selection the same among all the children. The teacher should know this material thoroughly. She should be able to recognize the favorable moment for presenting the material to the child. (1916, pp. 12–13)",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,87
cleaned_ch04-montessori-science-behind-genius.txt_p88,"Interest Built on Prior Knowledge - Connections across the Curriculum: In addition to stimulating topic interest via engaging lessons, materials, environment, and teacher, Montessori education also uses prior knowledge to create interest. Expounding on the importance of prior knowledge for interest: It is necessary that “interest” should be awakened and should persist in all instruction. . . . It is well-known that . . . [one must link] all new knowledge to the old, “going from the known to the unknown,” because what is absolutely new can awake no interest. (Montessori, 1917/1965, p. 45)",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,88
cleaned_ch04-montessori-science-behind-genius.txt_p89,"Psychology research supports the idea that interest stems from having some knowledge, but not too much, about something already (Berlyne, 1960; Tobias, 1994). Prior knowledge has clear effects on learning, which might result in part from interest. For example, activating prior knowledge structures can assist in storage and retrieval of new knowledge (Anderson, 1983). One classic example of this is presented in chapter 7: if one reads an ambiguous passage with no idea of what it is about, one will not remember the passage nearly as well as someone who reads the ambiguous passage with some prior knowledge of what it was about (Bransford & Johnson, 1972). Although interest was not assessed in this experiment, I would guess that the people who knew the passage topic were also more interested in what they were reading. This also bears on the issue of using advance organizers in learning text materials. Students who review tables of contents, giving themselves some “prior knowledge” on which to hook the new incoming information, learn better than do those who simply take off on an uncharted journey through the chapter. Having some knowledge of a topic also stimulates learning, and it is quite possible that this is partly because prior knowledge stimulates interest. Taking a college course on China might lead to a lifelong interest in China, which could easily have been an interest in Africa if a course on Africa had been taken instead.",Montessori,Behavioral/Cognitive,Study,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,89
cleaned_ch04-montessori-science-behind-genius.txt_p90,"To build on prior knowledge, the Montessori curriculum frequently introduces information or a material at one stage, then builds on it later. The Great Lessons are an example of this in that throughout their Elementary school years, children can return to the skeletal knowledge from those stories and take off from it in new directions.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,90
cleaned_ch04-montessori-science-behind-genius.txt_p91,"The extent to which prior knowledge is built on in Montessori, both within a curriculum area and across areas and in truly specific ways, may be unique. It is enormously facilitated by the fact that a single person with a vast grasp of academic disciplines, Dr. Montessori, had a hand in developing the materials across the entire curriculum for Primary and Elementary. This is extremely unusual among educational programs. Dr. Montessori knew intimately what had come before and what was to come later, and what was to be presented across topic areas, for children from ages 3 to 12, and she specialized in interconnections. Learning in Montessori takes the form of a vast web, connected across topic areas and years.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,91
cleaned_ch04-montessori-science-behind-genius.txt_p92,"Reflecting connections to prior knowledge across the years, for example, in Primary classrooms, 2- to 6-year-old children learn nomenclature for different parts of plants. Later, in Elementary, as 6- to 9-year-olds, children will go back to those parts and learn the functions they serve. An appreciation of diversity is fostered through this study in Elementary as children learn about the different functions served by different parts of the plant. For example, the function of the leaf is to make food for the plant, and to do so it requires water and light. Different plants have evolved to capture light in myriad ways, resulting in a vast diversity of leaves. The awareness of diversity that comes from this lesson then extends to all forms of life.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,92
cleaned_ch04-montessori-science-behind-genius.txt_p93,"As another example of interconnections, in Primary, children learn about different geological formations, such as capes and bays, and in Elementary, they study particular capes and bays around the world. These lessons are in turn connected to people and diversity, as the children confront how people live differently if they live near a bay, in a valley, or in a mountainous area. Their food, shelter, and clothing also differ depending on how they live.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,93
cleaned_ch04-montessori-science-behind-genius.txt_p94,"New knowledge thus is built on the old, and all learning is interconnected: it is a Cosmic Education. Traditional school curricula might strive to make interconnections, but for many reasons the systems are usually not well integrated. For example, different teachers make up their own lessons for different parts of the curricula; different texts from different publishers convey different topics; school systems change textbook series frequently; and so on. Traditional school systems also normally begin with and build from age 6, not age 3. If the years up to age 6 are sensitive periods for rapid acquisition of vocabulary, which Dr. Montessori claimed and which is consistent with language research (Carey & Bartlett, 1978; Dollaghan, 1985), age 6 may be too late to have children easily and enthusiastically learn the foundational vocabulary on which much of the additional knowledge is built (but see Markson & Bloom, 1997).",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,94
cleaned_ch04-montessori-science-behind-genius.txt_p95,"Children in Montessori also use the same material in new and more expansive ways as they learn. The Binomial Cube was presented earlier. This is considered a Sensorial Material in Primary, but reappears as a Math Material in Elementary, with its associated mathematical formula. The Trinomial Cube and a series of further cubes are also presented in Elementary, building on the old knowledge with very similar materials. Thus, new concepts are introduced with old materials across classrooms, creating interest by linking new information to the old.",Montessori,,Material,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,95
cleaned_ch04-montessori-science-behind-genius.txt_p96,"Within classrooms as well, younger children observe the activities of older children, familiarizing them with activities they will later learn. For example, 3-year-olds observe 4-year-olds making words with the Movable Alphabet (see Figure 4.4): the older child takes each letter out of the box, utters the phonetic sound, and places it on a rug until he or she has made a whole word. By watching, the 3-year-old can learn the process and even some of the content of the activity he or she will later do. Learning a little about an activity by watching lends familiarity to that activity, which should then engender more interest in learning it. In addition, of course, there is a motivating element in that older children do that activity. When the teacher shows a child how to do the Movable Alphabet, the child has the sense that she has advanced to doing what the older children do, and that is likely to make it all the more interesting. Research presented in chapter 6 shows that children’s observational learning is enhanced when they see slightly older peers engaged in an activity. Traditional schooling cannot capitalize on this, because there is only one age level per class. Even were more than one grade level included in a traditional classroom (as one sometimes sees), learning occurs mostly in books, unavailable for observation by other children.",Traditional,Behavioral/Cognitive,Study,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,96
cleaned_ch04-montessori-science-behind-genius.txt_p97,"In all these ways, then, Montessori education works to stimulate topic interest in children. The lessons, the environment and materials, the teacher, and the constant integration of new knowledge with old are intentionally designed to captivate children.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,97
cleaned_ch04-montessori-science-behind-genius.txt_p98,"Balancing Expertise and Integration in Education: Integration is an interesting issue to consider in light of specialist versus generalist teachers. As children move through traditional schools, they are increasingly given specialist teachers, and recommendations from the National Research Council are for even greater use of specialist teachers in schools (Bransford et al., 1999). In contrast, Dr. Montessori believed that there should be one teacher in each classroom and no more (although there might be a non-teaching assistant to the teacher, particularly in Primary). Clearly a single teacher cannot be an expert in every subject; instead, the Montessori teacher’s principal job is to connect children to the environment. “The teacher’s principal duty [is to] explain the use of the material. [The teacher] is the main connecting link between the material . . . and the child” (Montessori, 1967b, p. 151). Because he or she serves as this link, the Montessori teacher has to thoroughly understand the material. This is one reason excellent training is necessary to become a Montessori teacher. Yet Dr. Montessori believed that the teacher should be a generalist, rather than an expert in a single area of the curriculum.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,98
cleaned_ch04-montessori-science-behind-genius.txt_p99,"Expertise and Teaching: Dr. Montessori’s apparent preference for generalist teachers is interesting in light of research on expertise. A difference between the knowledge of experts and that of novices in a domain lies in how their knowledge is organized. For example, when asked to reason about a physics problem, experts refer first to general physical principles and why they are applicable to the problem, whereas novices jump immediately to equations they would use and how they would use them (Larkin, McDermott, Simon, & Simon, 1980). Novices’ knowledge is stored as lists of facts that are not well integrated. Experts’ knowledge is organized around core concepts, sets of important ideas that guide thinking in a domain (Chi, Feltovich, & Glaser, 1981), much as the five Great Lessons provide a central structure for the Elementary curriculum.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,99
cleaned_ch04-montessori-science-behind-genius.txt_p100,"This is why the National Research Council recommends specialist teachers. Traditional schooling often provides children with discrete sets of facts that are not usually presented as interrelated, perhaps in part because different teachers are often responsible for different parts of the curriculum. Even facts within a discipline are often not related to other facts within that discipline, perhaps because teachers are often not experts in what they teach. As noted in the 1999 National Research Council report on learning,",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,100
cleaned_ch04-montessori-science-behind-genius.txt_p101,"Many approaches to curriculum design make it difficult for students to organize knowledge meaningfully. Often there is only superficial 146 mon tessori coverage of facts before moving on to the next topic; there is little time to develop important, organizing ideas. History texts sometimes emphasize facts without providing support for understanding [e.g., Beck, McKeown, & Gromoll, 1989; Beck, McKeown, Sinatra, & Loxterman, 1991]. Many ways of teaching science also overemphasize facts (American Association for the Advancement of Science, 1989; National Research Council, 1996). (Bransford et al., 1999, p. 42)",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,101
cleaned_ch04-montessori-science-behind-genius.txt_p102,"Expert teachers could help children adopt the integrated knowledge structures that experts are known to have. I know of no research showing that learning from experts results in better learning than does learning from novices; this was assumed from the findings on knowledge structures. However, the possibility clearly has support. Learning is known to be better when rooted in orderly structures, as discussed in chapter 9, and experts are more likely to deliver knowledge in orderly fashion. The question arises as to whether the single Montessori Elementary teacher should be replaced by a set of teachers with expertise in different parts of the curriculum.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,102
cleaned_ch04-montessori-science-behind-genius.txt_p103,"generalist versus Specialist Teachers in Montessori Education: When psychological research recommends a practice that is not followed in Montessori, it deserves careful consideration. Because Montessori is so different from traditional education, different practices might be warranted. Here I consider whether children in Montessori classrooms might be better served by a cadre of expert teachers. One consideration is that a generalist provides interconnections that might inspire fuller learning than having each area taught as a discrete topic would, and another is that children might become more resourceful and independent with a single, generalist teacher because they go outside for expertise.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,103
cleaned_ch04-montessori-science-behind-genius.txt_p104,"Another consideration is the fact that Montessori learning is based on student interest, and it would be impossible for a teacher to be an expert in every child’s individual interests. Only in a school system with a preset curriculum and/or whole-class learning could a teacher be reasonably expected to have more expertise in every topic studied, and the findings reviewed thus far suggest learning under such conditions is compromised by the inability of such systems to incorporate much choice or personal interest.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,104
cleaned_ch04-montessori-science-behind-genius.txt_p105,"Another consideration with regard to replacing the generalist teacher with experts arises when one considers the Montessori materials. The concern here is with basic knowledge imparted in the classroom, on a par with the basic knowledge the National Research Council suggested experts impart in traditional schools.",Traditional,,Material,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,105
cleaned_ch04-montessori-science-behind-genius.txt_p106,"In Montessori education, the materials and lessons, rather than the teacher, are intended to operate for the child as organizing structures. Rather than an expert teacher providing core principles around which the child can organize his or her knowledge, the materials provide those principles. The Montessori materials embody basic principles, and they structure knowledge in each area of the curriculum. By connecting the child to the material at the right moment in the child’s development, the generalist Montessori teacher has done his or her job; the material does the rest. This is clear, for example, in Dr. Montessori’s description of working with a math material to learn decimals.",Montessori,,Material,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,106
cleaned_ch04-montessori-science-behind-genius.txt_p107,"In fact, to make the idea of decimal relations apparent to a child, it is sufficient to direct his attention to the material he is handling. The teacher experienced in this method knows how to wait; she realizes that the child needs to exercise his mind constantly and slowly; and if the inner maturation takes place naturally, “intuitive explosions” are bound to follow as a matter of course. The more we allow the children to follow the interests which have claimed their fixed attention, the greater will be the value of the results. (1917/ 1965, p. 210)",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,107
cleaned_ch04-montessori-science-behind-genius.txt_p108,"The materials provide the organizing structures. The teacher knows those structures from training, but does not impart them him or herself, and does not need to be a mathematician by training.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,108
cleaned_ch04-montessori-science-behind-genius.txt_p109,"The materials concern the organization of knowledge within parts of the curriculum. In Elementary, Montessori education is unique in that the Great Lessons provide children a central organizing structure that extends across the entire curriculum. Whether the approach taken in Montessori helps organize children’s knowledge into structures resembling those held by experts is an issue worthy of experimental examination. Future research should test whether the structure of children’s knowledge about topics that are covered in both Montessori and traditional school differ. (Many examples of such tests are provided in chapter 2 of Bransford et al., 1999.)",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,109
cleaned_ch04-montessori-science-behind-genius.txt_p110,"Common Concerns with Letting Interest Drive Learning: As was mentioned in the previous chapter concerning choice, one might be concerned that if children are allowed to learn only what they are interested in, large swaths of the curriculum could go unknown. Children could avoid what they do not perform well at.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,110
cleaned_ch04-montessori-science-behind-genius.txt_p111,"In light of this concern, it is interesting to consider research on mastery versus performance goals in learning (Dweck, 1999), discussed more in chapter 5. People with mastery orientations, in brief, are people who are interested in learning in order to master a topic. They tend to like challenges, and they persist at them. People with performance goals, in contrast, tend to like to do easy jobs that make them look good. They want to be judged positively. Although these two different orientations appear to characterize different people, the same person can adopt different orientations under different environmental conditions. And it ends up that the particular conditions under which people are more apt to adopt mastery goals bear striking similarities to Montessori environments (Ames, 1992, see chapter 5). For example, Montessori has no tests or grades. As will be discussed in chapter 5, when children are given tests and graded or otherwise rewarded for their performance on those tests, they tend to adopt performance orientations, and therefore choose tests that are of a lower level. If they are not offered extrinsic rewards, they tend to adopt mastery goals, and thus choose challenging tasks. In a Montessori classroom, all rewards are intrinsic. Children learn because the work is interesting, not because they have to bring home a report card. This in itself might go some way toward eliminating the problem of children doing only what they are already good at. When one’s primary goal is to learn, rather than to do well on a test, one is less likely to avoid what one does poorly at and more likely to gravitate toward what is challenging.",Montessori,Behavioral/Cognitive,Study,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,111
cleaned_ch04-montessori-science-behind-genius.txt_p112,"Still, children might avoid an area, and one task of the Montessori teacher is to ensure children engage in all areas. To do this, teachers need to keep track of what children do in order to see if they are avoiding certain activities. Many people wonder how teachers can manage this in the absence of the factory model of whole-class learning. In a Primary Montessori class, a teacher may be able to keep track of where children are in the sequence of different work in his or her head, and will notice if a child is not progressing in an area at the rate that would be expected. Children should get through the three-year sequence of activities for a level in the three years they are in that classroom. For Elementary, few teachers can keep track of it all in their heads because there is a much larger number of lessons and materials. In Elementary, the teacher might keep track of where each child is in the sequence with a chart in a teacher’s closet or another system she or he has developed. In addition, in Elementary, children keep track of their own work in a Work Journal, the notebook mentioned in chapter 3 in which a child records all his or her activities, from arrival in the morning to departure in the afternoon, with times. For example, an entry for one day might begin, “8:10–9:25: Horse report. Three books investigated for information. 9:38–10:14: Soccer. 10:19–11:06: Bank Game. Three problems with a three-digit multiplier.” The child and teacher together, usually once weekly, go over the work the child has recorded in his or her Journal. (More independent children might meet to go over the Journal less often, and less independent ones might have meetings more often.) The teacher checks to ensure that the child is following up on lessons and getting to all areas of the curriculum.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,112
cleaned_ch04-montessori-science-behind-genius.txt_p113,"When a child is not working in a certain area, optimally the teacher can inspire the child by connecting the area to the children’s personal interests. For example, if a child is not interested in techniques of writing, such as capitalization and punctuation, the topics might be made more palatable through a paper on a topic of great interest, such as frogs or dogs. Humor is also used liberally in the Elementary years, because Dr. Montessori noted it can assist interest. The teacher might point out, for example, the difference between describing her pet as “ginger” versus “Ginger” as an inspiration to follow up on a lesson on capitalization. Personal interests are thus used to inspire learning across the curriculum. In some cases, this might not work, and the teacher might need to ask children to commit to a time, as was discussed in chapter 3. The teachers are responsible for ensuring that an education based on interest does not end up being a narrow one.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 04),cleaned_ch04-montessori-science-behind-genius.txt,113
cleaned_ch05-montessori-science-behind-genius.txt_p0,CHAPTER 5 — Extrinsic Rewards and Motivation,Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,0
cleaned_ch05-montessori-science-behind-genius.txt_p1,"The prize and the punishment are incentives towards unnatural or forced effort, and therefore we certainly cannot speak of the natural development of the child in connection with them. — Maria Montessori (1912/1964, p. 21)",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,1
cleaned_ch05-montessori-science-behind-genius.txt_p2,"In Montessori schools, there are no grades, gold stars, demerits, honor rolls, pizza for reading programs, and so on. Teacher evaluation is invisible to children, with comments limited to matterof-fact notes (“Need comma here”). Montessori children do schoolwork and behave positively apparently because they are internally motivated. In contrast, traditional schools are steeped in extrinsic incentives to get children to learn and to behave well. Many schools issue demerits or take away recess to punish bad behavior, and give smiley-face stickers, extra recess, less homework, or even money to praise good behavior (recently I even noticed a “Read for Money” program at one elementary school). The most ubiquitous extrinsic incentive to learn in traditional schools is grades. Although on the one hand grades might be simply a measurement device, they can also be perceived as a reward for doing well or a punishment for doing poorly. Some parents back this perception by tying privileges to a child’s grades.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,2
cleaned_ch05-montessori-science-behind-genius.txt_p3,"The use of extrinsic rewards, particularly grades, in traditional schools may stem from a cultural assumption that children do not like school and cannot be motivated in school any other way. This assumption is often true for children after they have been in school for a time, and may stem from such factors as that schoolwork is not interesting and that children have little choice in the classrooms. If someone really is not motivated to do something, extrinsic rewards can get them to do it.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,3
cleaned_ch05-montessori-science-behind-genius.txt_p4,"The use of rewards and punishments to induce learning fits with both the factory and the empty-vessel models, but it has been in place since well before either were applied to schools. The factory model contributes to their continued use because whole-class learning requires a certain degree of paying attention on the part of all students, and when students are not sufficiently interested (owing to lack of personal interest or topic interest) the threat of a poor external evaluation can help to motivate them to pay attention.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,4
cleaned_ch05-montessori-science-behind-genius.txt_p5,"The empty-vessel model clearly upholds the use of rewards and punishments, since behaviorism is based on the idea that organisms act to receive rewards and avoid punishments. Food pellet rewards are the cause of hungry rats in Skinner boxes learning to press levers in particular patterns. Thorndike urged teachers to reward correct associations with candy and pats on the head and to punish incorrect ones with stern looks (Jonich, 1962).",Montessori,Behavioral/Cognitive,Study,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,5
cleaned_ch05-montessori-science-behind-genius.txt_p6,"Reward systems are frequently used outside of school contexts as well. Some toddlers are given candy every time they use the toilet. Businesses give raises and bonuses for work well done. Many states reward and punish schools monetarily for having a certain percentage of students pass the state’s proficiency exams. The use of extrinsic rewards is ubiquitous both inside and outside of schools. However, as Alfie Kohn (1993) has repeatedly argued, in the end, rewards do a disservice. We use them because the immediate results are compelling, and we fail to notice the long-term results.",Montessori,Behavioral/Cognitive,Study,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,6
cleaned_ch05-montessori-science-behind-genius.txt_p7,"Dr. Montessori came to see rewards and evaluation as a great interference with children’s learning, and the research suggests that her perception is correct. Although extrinsic incentives work (in some ways) over the short term, over the long haul, under the circumstances of most children in school, they disrupt the very behaviors they aim to promote. Children’s motivation to engage in activities further, their cognitive functioning, their creativity, and their prosocial behaviors are all negatively impacted by extrinsic rewards and evaluations. Once children lose motivation to learn in school, rewards might be necessary: traditional schools cannot simply pull grades from schools with older children and still expect them to learn. But even in traditional contexts, studies show that school environments that emphasize mastery over performance goals are more positive environments for learning and development.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,7
cleaned_ch05-montessori-science-behind-genius.txt_p8,"In this chapter I consider research on the negative impact of rewards, first on motivation, cognitive function, creativity, and prosocial behavior. Next I discuss research on how theories about the self and learning are tied to evaluation and how different traditional school environments appear to impact this. Then I turn to the issue of how Montessori education proceeds in the absence of extrinsic rewards and obvious adult evaluation. The chapter ends with a discussion of Dr. Montessori’s views on pretend play, since, as will be evident later in this chapter, she initially saw toys and play as a rewarding activity.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,8
cleaned_ch05-montessori-science-behind-genius.txt_p9,"As compared with other chapters in this book, which discuss positive outcomes from practices that characterize Montessori education but are not ingrained in traditional education, this chapter discusses the negative outcomes of a traditional practice (using extrinsic rewards) that is not part of Montessori. Because the point to be made here is so counter to people’s everyday sense, several studies are presented to drive the point home, before finally turning to Montessori halfway through the chapter.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,9
cleaned_ch05-montessori-science-behind-genius.txt_p10,"Research on Motivation and Rewards: Research shows that if a person was already motivated to do an activity to begin with, expected rewards actually interfere with their subsequent interest in that activity. This result often surprises people, but the research supporting it is very strong. Learning is something young children are interested in and are intrinsically motivated to do. Few of us have ever seen or even heard of a three- or four-year-old with a “motivational deficit.” Instead, young children seem eager and excited about learning of all sorts, and the more typical parental complaints concern their children’s apparently insatiable curiosity and boundless energy. Yet, by the time these same children have entered school, a sizable fraction are quickly labeled as having motivational difficulties of one sort or another in learning. (Lepper, Sethi, Dialdin, & Drake, 1997, p. 23)",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,10
cleaned_ch05-montessori-science-behind-genius.txt_p11,"Indeed, children’s intrinsic motivation in school has been shown to decline every year over the course of traditional schooling (Eccles, Wigfield, et al., 1993; Harter, 1981). Although there are undoubtedly many reasons for their diminishing interest (the lack of choice in schools, learning not being made interesting, and so on), research strongly suggests that heavy reliance on grades and other extrinsic motivators is one factor. In the following I first describe the three classic studies that brought the problems of extrinsic motivators to light at the end of the behaviorist era in psychology. Next I discuss the breadth of application of this finding in terms of the kinds of activities influenced by extrinsic motivators and the types of rewards that disrupt motivation.",Traditional,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,11
cleaned_ch05-montessori-science-behind-genius.txt_p12,"Before going on to the research, a personal anecdote might help readers connect the findings to their own lives. As a child, I engaged in a competitive sport that I initially did for pleasure. As I improved and began to win prizes, I came to do it for the prizes. Then one year, due to being unable to practice for a long time, I ceased to win the prizes, and at that point I lost all interest in the sport. This loss of motivation when extrinsic rewards are removed is a phenomenon that studies have shown again and again. Surely there are places in life where competition is good because it inspires one to greater heights. The question is whether our children’s schools are such a place.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,12
cleaned_ch05-montessori-science-behind-genius.txt_p13,"Three Classic Studies: In the early 1970s, as psychology changed course away from behaviorism, three studies surprised people by showing that expected rewards—the currency of behaviorism—subsequently reduced motivation to engage in behaviors that people had formerly engaged in at will. Several other negative effects were observed in addition to reduced motivation, but the motivation finding was common to all three studies. In one study involving preschool children, Mark Lepper and his colleagues placed new sets of markers in classrooms of 3- to 5-year-olds (Lepper, Greene, & Nisbett, 1973) and watched to see which children used them a lot. Heavy marker users were then brought, one at a time, to a testing room, and a third of them were immediately shown a “Good Player Award”— a fancy note card with a big gold star and a red ribbon. They were asked if they would like to receive a Good Player Award, and all the children assented. They were told that all they had to do to win the award was draw with the markers. After each child had drawn for six minutes, a Good Player Award was placed with great fanfare on an “Honor Roll Board.” For the other two conditions, children were simply allowed to draw with the markers for six minutes and then were unexpectedly given a Good Player Award, or they drew for six minutes and no award was ever mentioned.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,13
cleaned_ch05-montessori-science-behind-genius.txt_p14,"A panel of judges who were blind to what condition the children had been in rated the drawings’ creativity. Drawings done by children who expected rewards were judged as significantly lower in quality than drawings done in the other two conditions. This was the first finding. The second one was that a few weeks later, when the classroom was observed for marker use, children who had expected a reward used the markers much less than they had previously, and half as much as the other children. Engaging in a well-liked activity with the expectation of a reward led to reduced creativity during that activity and to decreased voluntary participation in that activity later.",Montessori,,Example,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,14
cleaned_ch05-montessori-science-behind-genius.txt_p15,"Two other studies conducted at about the same time also suggested that extrinsic rewards undermine motivation once the rewards are removed. In one experiment, undergraduates solved SOMA puzzles, in which one creates a specific shape from a set of smaller shapes, across three puzzlesolving sessions (Deci, 1971). Participants had leeway as to how long they worked on each puzzle and whether they actually solved them. During the middle session, some participants were offered $1 for each puzzle they correctly solved. The experimenters tracked how long the students engaged in the activity in the third session as compared with the first. Participants who were rewarded in the middle session decreased the amount of time spent on the puzzles in the last session, whereas participants in the control group showed no change (see also later work by Deci & Porac, 1978).",Montessori,Behavioral/Cognitive,Study,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,15
cleaned_ch05-montessori-science-behind-genius.txt_p16,"To investigate whether such effects hold only in the laboratory, Deci (1971) went on to do a field experiment. This time the concern was not how long people freely chose to engage in a task, but rather, how long a creative task, writing newspaper headlines, took them to complete. Eight undergraduates who wrote headlines for a college newspaper participated, and their average time for writing a headline was measured. For the reward condition, four of the headline writers were offered 50 cents per headline written over a three-week period. The average time each participant took to write headlines during the three weeks before the reward period was compared with their time during the three weeks after the reward period. The findings suggested that people who had not been rewarded were better off: whereas members of the control group were writing headlines significantly faster during the last period, those in the experimental group were writing them at the same pace. The provision of an external reward had blocked the acceleration that normally occurs with practice.",Montessori,Behavioral/Cognitive,Study,full_text_passage,Montessori Science Behind Genius (Chapter 05),cleaned_ch05-montessori-science-behind-genius.txt,16
